appid,name,description,price,release_date,developer,publisher,tags
3061970,Hydra - Poseidon's conspiracy,Hydra is a detective game with survival horror elements. You have been sent to the island of Kanaan to find an abandoned research facility of the &quot;Third Reich&quot;. The island is also a place where terrifying creatures come out of the dark sea.,N/A,To be announced,FM Simple Games Studio,FM Simple Games Studio,"Action, Adventure, Simulation"
3061990,OverlayView,"Overlay any browser or application directly on top of your game or other apps. It's an excellent solution for those without a second screen or for those who are multitasking. You can easily move and resize the overlay, adjust its transparency using simple shortcuts.",₹ 105,"25 Jul, 2024",Warlock Arts,Warlock Arts,Utilities
3062030,Idle Kitties Online,Welcome to Idle Kitties Online! This is a free game with relaxing gameplay where you can collect cute kitties alone or with friends.,N/A,"18 Jul, 2024",White Box,White Box,"Casual, Indie, Massively Multiplayer, Simulation, Free To Play"
3062080,Vault,"Uncover the story of a mysterious island through the lens of a primitive drone as you search for the artifact concealed within it, and avoid the guardian of the island.",N/A,2025,Kevin Schlereth III,Kevin Schlereth III,Adventure
3062210,Flower Fight Gensokyo Orb x 1600,You can obtain gensokyo orb that can be used in the game.,"₹ 1,100","21 Jun, 2024",Viator,,"Indie, Strategy, Free To Play"
3062220,Flower Fight Gensokyo Orb x 3400,You can obtain gensokyo orb that can be used in the game.,"₹ 2,000","21 Jun, 2024",Viator,,"Indie, Strategy, Free To Play"
3062230,Flower Fight Gensokyo Orb x 6600,You can obtain gensokyo orb that can be used in the game.,"₹ 3,200","21 Jun, 2024",Viator,,"Indie, Strategy, Free To Play"
3062260,Monsters,Monster is a clicker game and you click a monster. After a few clicks you will get more monsters. The epic monsters are waiting for you. Do you want to catch them?,N/A,"12 Jul, 2024",Calquter Studio,Calquter Studio,"Action, Adventure, Casual, Indie, Simulation, Free To Play"
3062300,Up & Down,Up or down? This is the question.,₹ 105,"16 Jul, 2024",Up & Down,Up & Down,"Adventure, Casual, Indie, Simulation, Sports"
3062310,Crash & Fly,Crash &amp; Fly is an adrenaline-pumping racing game that will challenge your driving skills and reflexes.,₹ 52,"17 Jul, 2024",Atomic Games,Atomic Games,"Adventure, Casual, Indie, Simulation, Sports"
3062440,JAZZ OUT,"JAZZ OUT is a blood-pumping speedrunning FPS platformer where you use enemies as platforms! Punch guards into the air then jump off their heads to gain momentum. Chain gravity-defying combos, master unique moves, and race against time. Perfect your escape and top the global leaderboard!",N/A,"29 Jul, 2024",Team Sax Appeal,Team Sax Appeal,"Action, Casual, Indie, Racing, Free To Play"
3062450,The Whittled Horse,"A boy named Thomas and his friend Evey are trusted to deliver a package. Little do they know there is a force stalking them, and what they carry will decide the future.",N/A,2025,IsaacVoie,IsaacVoie,Indie
3062480,FOR HONOR - Sohei Hero,Sohei are warrior monks and seven-weapon masters. They roam Heathmoor in search of mighty foes to prove their strength.,₹ 399,"25 Jul, 2024",Ubisoft Montreal,,Action
3062490,Epic Space Trader,"Commanding a starship, you’ll trade goods across the galaxy, evade cosmic threats, and grow your trading empire. Do you have what it takes to outmaneuver rivals and become a trading legend? Take command of your destiny in Epic Space Trader, your journey to the stars begins now!",N/A,August 2024,"Digital Tectonics, LLC","Digital Tectonics, LLC","Casual, Indie, RPG, Early Access"
3062500,The Adventurers,"The Adventurers is a turn-based tactical RPG where you lead a diverse party of adventurers through a ever changing fantasy world. Engage in strategic combat, manage your team, explore varied environments, and complete many quests to earn your place in the world's history.",N/A,Q4 2024,Eternal Vigilance Entertainment,Eternal Vigilance Entertainment,"Indie, RPG, Simulation, Strategy, Early Access"
3062530,Satan is an Astronaut,"A woman who suffers from severe delusions wakes in the center of a forest aboard “The BUB,” a proto-generation ship from the mysterious Faust Corporation to a vision of a spirit she grew up with, she quickly learns that not everything is as it seems, and this waking cycle is anything but ordinary.",N/A,Q3 2024,Demeru Makes Games,Demeru Makes Games,"Adventure, Casual"
3062570,Story of a Hunter,"Incarnate an adventurer in the small town of Voran. Meet the citizens, personalize your house, play minigames and write your own story in this turn based RPG dungeon crawler.",N/A,Coming soon,F-pixel,F-pixel,"Action, Adventure, Indie, RPG"
3062580,Avocado,"Avocado is a clicker game made with the next generation in green technology, in which you click an avocado! In Avocado you click the avocado to obtain even more avocados! Drop new and exciting avocados to trade with your friends! Come and enjoy yourself as a part of the Avocado gang!",N/A,"13 Jul, 2024",MultiVac,MultiVac,"Adventure, Simulation, Free To Play"
3062620,Go Quirk!,"A collectathon, memory card game where your aim is to collect as many quirky characters as possible! Then Steal, Block and Stop your way to victory with this quirky twist on the traditional card game of Go Fish.",₹ 124,"6 Aug, 2024",Emmerse Studios Ltd,Emmerse Studios Ltd,"Indie, Strategy"
3062710,Pickup Trash Simulator Remastered,Pickup Trash Simulator Remastered Is A Game About Picking Up Trash In A Park Because You Love The Environment. Picking Up Trash Is Fun For All Ages Kids And Adults Alike So Pickup Some Trash And Have Fun.,N/A,"15 Jul, 2024",Newboon,Newboon,"Casual, Indie, Simulation, Free To Play"
3062720,"Restore, Reflect, Retry",A haunting horror text-based game.,₹ 250,"11 Jul, 2024",Choice of Games,Choice of Games,"Indie, RPG"
3062750,DUCKS,DUCKS is a cute clicker game focused on growing your ever expanding collection of little ducks.,N/A,"7 Jul, 2024",Comfy Studios,Comfy Studios,"Casual, Indie, Free To Play"
3062790,Kill The Lights!,How many clicks does it take to Kill The Lights?!?!,₹ 200,"15 Jul, 2024",Bonsai LLC,Bonsai LLC,"Casual, Strategy"
3062840,RPG Maker MV - More Trees,"There are never enough trees... So, here are more trees!",₹ 400,"11 Jul, 2024",Plueschkatze,KOMODO,"RPG, Design & Illustration, Education, Web Publishing, Game Development"
3062850,RPG Maker MZ - More Trees,"There are never enough trees... So, here are more trees!",₹ 400,"11 Jul, 2024",Plueschkatze,KOMODO,"RPG, Design & Illustration, Education, Web Publishing, Game Development"
3062860,RPG Maker MV - KR Desert Kingdom Tileset,Does your fantasy RPG need a city thriving on the sands? The Desert Kingdom tileset can help!,₹ 880,"18 Jul, 2024",Kokoro Reflections,KOMODO,"RPG, Design & Illustration, Education, Web Publishing, Game Development"
3062870,RPG Maker MZ - KR Desert Kingdom Tileset,Does your fantasy RPG need a city thriving on the sands? The Desert Kingdom tileset can help!,₹ 880,"18 Jul, 2024",Kokoro Reflections,KOMODO,"RPG, Design & Illustration, Education, Web Publishing, Game Development"
3062880,RPG Maker MZ - CyberCity Central Security Tiles,"Alert, alert! New tiles to increase the military presence in your game are here thanks to the CyberCity Central Security pack!",₹ 570,"18 Jul, 2024",PVGames,KOMODO,"RPG, Design & Illustration, Education, Web Publishing, Game Development"
3062890,RPG Maker MV - CyberCity Central Security Tiles,"Alert, alert! New tiles to increase the military presence in your game are here thanks to the CyberCity Central Security pack!",₹ 570,"18 Jul, 2024",PVGames,KOMODO,"RPG, Design & Illustration, Education, Web Publishing, Game Development"
3062900,RPG Maker MZ - KR Flower Forest Tileset,"A multi-colored wilderness with giant blossoms for trees, with more in store!",₹ 770,"25 Jul, 2024",Kokoro Reflections,KOMODO,"RPG, Design & Illustration, Education, Web Publishing, Game Development"
3062910,RPG Maker MV - KR Flower Forest Tileset,"A multi-colored wilderness with giant blossoms for trees, with more in store!",₹ 770,"25 Jul, 2024",Kokoro Reflections,KOMODO,"RPG, Design & Illustration, Education, Web Publishing, Game Development"
3062930,Unplagued,Play as plague doctors with your friends in this multiplayer co-op medieval horror! Purge the plague. Create the cure. Escape the mutated creatures. Make the queen proud.,N/A,2024,Euphoric Brothers,Euphoric Brothers,"Action, Adventure, Casual, Indie, Simulation"
3062960,Sophia's Spa - Amy's Pole Dancing,"Six one-minute animations of Amy's pole dancing: two types of clothing, a night dress and a bikini along with the options: bra and panties, only panties and completely naked.",N/A,Coming soon,DMA Games,DMA Games,"Adventure, Free To Play"
3062970,Fishlike,"High speed microgames involving fish, fishing, and fishlike activities.",N/A,Q3 2024,JJJ,JJJ,"Action, Casual, Indie"
3062980,Yomp for Zhi,"Yomp for Zhi is a difficult turn-based RPG with no getting lost or backtracking. It has perma-death, a lot of randomization, 41 characters to hire, and most enemies can become temporary allies.",₹ 250,"18 Jul, 2024",YamiToast,YamiToast,"Adventure, RPG"
3063040,Click Painter,"Click Painter is a Minesweeper-like puzzle game with colorful pictures, comfortable rest, and new ideas.",N/A,Q4 2024,fallshad,fallshad,"Casual, Indie"
3063090,Wallsurf,"Wallsurf is a game that combines elements from CS:GO's Surf minigame, Jumps, and the beta release of Karlson. This game is a fast paced 3D racer based on the movement mechanic of sliding down walls.",N/A,To be announced,Crungey,Crungey,Racing
3063120,Pretty Girls Pop Match,Embark on an epic journey with the adventurers as they navigate through this captivating 3-tile match puzzle game!,₹ 250,"18 Jul, 2024",Zoo Corporation,Zoo Corporation,"Casual, Indie"
3063130,Coconut,Idle clicker with periodic free skin rolls that can be used in-game and traded.,N/A,"1 Aug, 2024",Mr_IO,"Mr_IO, Smile","Casual, Simulation, Free To Play"
3063210,仙灵正传,《仙灵正传》是一款唯美放置回合类的神话题材游戏。这里有休闲放置的玩法，精美的立绘卡牌，让你在轻松愉快之余，仿佛置身真实的世界之中；其次游戏打破传统卡牌限制，累计抽卡即可自选英雄召唤，其中唯美的人物和梦幻般的场景特效，必将为你带来一个独特的神奇体验！,N/A,Coming soon,仙灵正传,仙灵正传,"RPG, Free To Play"
3063220,SCP-087,"SCP-087 is a first-person horror game centered on paranormal events. In a seemingly quiet laboratory, players take on the role of truth-seekers, compelled to delve ever deeper into the building. However, escape is not an option, forcing them to endure a personal descent into hell!",₹ 200,"18 Jul, 2024",EerieAdv,Yahaha Studios,"Action, Adventure, Indie"
3063240,Streets Adventure: Medina Motors,"Open-world driving game set in a city inspired by the vibrant Marrakech. Customize and race vehicles, complete unique missions, and navigate the bustling streets. Start fresh and explore a city full of opportunities and hidden secrets. Get ready for the ride of a lifetime!",N/A,November 2024,Artistry Studios,Artistry Studios,"Adventure, Indie, Racing, Simulation, Sports"
3063390,Crash-Land Fantasy,A mysterious magic force knocks your research satellite out of orbit. You crash land and must try to survive on this planet ruled by nature. You meet character's and discover the mystery of the magic force as you try to get back home.,N/A,2024,ArachnidAnt,ArachnidAnt,Adventure
3063400,LAUNDRY / ランドリー,A &quot;Heisei retro&quot; 3D horror game set in a 1990s Japanese laundromat.,N/A,2024,sirome,CODETHREADS,"Adventure, Casual, Indie"
3063410,DinoTribe,"Create your dino chief, lead your tribe. Survive waves of enemies, explore and settle on foreign islands. Find a way to avoid extinction!",N/A,"9 Aug, 2024",T Marton,T Marton,"Casual, Indie, Simulation, Strategy"
